service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
283946503,0,0,0,0,0,1,0,20241130,20241221
275014600,0,0,0,0,0,0,1,20241201,20241208
285317005,1,1,1,1,1,0,0,20241209,20241220
284883503,0,0,0,0,0,1,0,20241130,20241221
284881002,1,1,1,1,1,0,0,20241125,20241220
284885601,0,0,0,0,0,0,1,20241201,20241222
279483002,1,1,1,1,1,0,0,20241125,20241220
279503502,0,0,0,0,0,1,0,20241130,20241221
279505603,0,0,0,0,0,0,1,20241201,20241222
275556001,1,1,1,1,1,0,0,20241125,20241220
275559501,0,0,0,0,0,1,0,20241130,20241221
275558601,0,0,0,0,0,0,1,20241201,20241222
275507501,0,0,0,0,0,1,0,20241130,20241221
279536003,1,1,1,1,1,0,0,20241125,20241220
275501601,0,0,0,0,0,0,1,20241201,20241222
276254001,1,1,1,1,1,0,0,20241125,20241220
279710502,0,0,0,0,0,1,0,20241130,20241221
276250601,0,0,0,0,0,0,1,20241201,20241222
283137004,1,1,1,1,1,0,0,20241125,20241128
284878005,1,1,1,1,1,0,0,20241129,20241220
284944604,0,0,0,0,0,0,1,20241201,20241222
284897504,0,0,0,0,0,1,0,20241130,20241221
284966006,1,1,1,1,1,0,0,20241202,20241218
283141002,1,1,1,1,1,0,0,20241125,20241220
282759505,0,0,0,0,0,1,0,20241130,20241221
282746603,0,0,0,0,0,0,1,20241201,20241222
284783003,1,1,1,1,1,0,0,20241209,20241212
273952500,0,0,0,0,0,1,0,20241130,20241221
282744002,1,1,1,1,1,0,0,20241125,20241220
273900600,0,0,0,0,0,0,1,20241201,20241222
283875003,1,1,1,1,1,0,0,20241125,20241220
283859503,0,0,0,0,0,1,0,20241130,20241221
283857604,0,0,0,0,0,0,1,20241201,20241222
286042003,1,1,1,1,1,0,0,20241209,20241220
285186002,1,1,1,1,1,0,0,20241125,20241206
285189504,0,0,0,0,0,1,0,20241130,20241207
274135600,0,0,0,0,0,0,1,20241201,20241222
286044505,0,0,0,0,0,1,0,20241214,20241221
282015504,0,0,0,0,0,1,0,20241130,20241221
282013002,1,1,1,1,1,0,0,20241129,20241220
275317500,0,0,0,0,0,1,0,20241130,20241221
275315000,1,1,1,1,1,0,0,20241129,20241220
285123004,1,1,1,1,1,0,0,20241129,20241220
285178504,0,0,0,0,0,1,0,20241130,20241221
277085051,1,1,1,1,1,0,0,20241129,20241220
277089502,0,0,0,0,0,1,0,20241130,20241221
277313001,1,1,1,1,1,0,0,20241129,20241220
277314501,0,0,0,0,0,1,0,20241130,20241221
279548502,0,0,0,0,0,1,0,20241130,20241221
279546002,1,1,1,1,1,0,0,20241129,20241220
278927001,1,1,1,1,1,0,0,20241127,20241220
280920501,0,0,0,0,0,1,0,20241130,20241214
282416602,0,0,0,0,0,0,1,20241201,20241201
279508601,0,0,0,0,0,0,1,20241208,20241215
275694000,1,1,1,1,1,0,0,20241125,20241220
282870504,0,0,0,0,0,1,0,20241221,20241221
282906505,0,0,0,0,0,1,0,20241130,20241214
282872003,1,1,1,1,1,0,0,20241125,20241218
282904004,1,1,1,1,1,0,0,20241127,20241219
282905054,1,1,1,1,1,0,0,20241206,20241220
282873053,1,1,1,1,1,0,0,20241129,20241129
285498608,0,0,0,0,0,0,1,20241201,20241201
282903605,0,0,0,0,0,0,1,20241208,20241215
282871604,0,0,0,0,0,0,1,20241222,20241222
275319000,1,1,1,1,1,0,0,20241125,20241220
275321500,0,0,0,0,0,1,0,20241130,20241221
275323600,0,0,0,0,0,0,1,20241201,20241222
277087001,1,1,1,1,1,0,0,20241125,20241220
276830601,0,0,0,0,0,0,1,20241201,20241222
277086501,0,0,0,0,0,1,0,20241130,20241221
275696001,1,1,1,1,1,0,0,20241125,20241220
275451501,0,0,0,0,0,1,0,20241130,20241221
276875001,1,1,1,1,1,0,0,20241125,20241220
276878501,0,0,0,0,0,1,0,20241130,20241221
276880601,0,0,0,0,0,0,1,20241201,20241222
277093501,0,0,0,0,0,1,0,20241130,20241221
277091001,1,1,1,1,1,0,0,20241125,20241220
277095601,0,0,0,0,0,0,1,20241201,20241222
275698001,1,1,1,1,1,0,0,20241125,20241220
275117000,1,1,1,1,1,0,0,20241125,20241220
274371500,0,0,0,0,0,1,0,20241130,20241214
274370600,0,0,0,0,0,0,1,20241201,20241215
283773004,1,1,1,1,1,0,0,20241125,20241220
282459504,0,0,0,0,0,1,0,20241130,20241221
282461604,0,0,0,0,0,0,1,20241201,20241222
285134003,1,1,1,1,1,0,0,20241125,20241220
285136504,0,0,0,0,0,1,0,20241130,20241221
285138603,0,0,0,0,0,0,1,20241201,20241222
